# BUSCO version is: 5.1.2 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
22104at4891	Duplicated	C0000000011_ptg000011l	873897	876134	+	525.5	489	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22146at4891	Complete	C0000000002_ptg000002l	501721	502650	-	409.9	248	https://www.orthodb.org/v10?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	C0000000017_ptg000017l	463669	465549	-	444.5	340	https://www.orthodb.org/v10?query=22190at4891	RNA polymerase I-specific transcription initiation factor RRN3
22221at4891	Complete	C0000000002_ptg000002l	603762	604916	-	132.4	119	https://www.orthodb.org/v10?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	C0000000006_ptg000006l	301127	302587	-	264.6	268	https://www.orthodb.org/v10?query=22230at4891	DNA polymerase alpha/epsilon, subunit B
22236at4891	Complete	C0000000011_ptg000011l	1008716	1010284	-	325.9	297	https://www.orthodb.org/v10?query=22236at4891	Phosphodiesterase
22266at4891	Complete	C0000000017_ptg000017l	504973	506181	+	300.7	225	https://www.orthodb.org/v10?query=22266at4891	Lariat debranching enzyme
22293at4891	Complete	C0000000014_ptg000014l	259097	259945	+	311.7	237	https://www.orthodb.org/v10?query=22293at4891	Porin domain superfamily
22298at4891	Complete	C0000000002_ptg000002l	681584	682432	-	274.5	224	https://www.orthodb.org/v10?query=22298at4891	NSF attachment protein
22304at4891	Complete	C0000000005_ptg000005l	1401102	1402001	+	473.4	255	https://www.orthodb.org/v10?query=22304at4891	Mitochondrial carrier
22313at4891	Complete	C0000000017_ptg000017l	455481	456446	-	414.3	249	https://www.orthodb.org/v10?query=22313at4891	mitochondrial carrier
22335at4891	Complete	C0000000004_ptg000004l	52272	53753	-	119.1	108	https://www.orthodb.org/v10?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	C0000000008_ptg000008l	347035	349173	+	226.6	366	https://www.orthodb.org/v10?query=22342at4891	tRNA binding
22345at4891	Complete	C0000000003_ptg000003l	122024	124120	+	435.4	528	https://www.orthodb.org/v10?query=22345at4891	Kinesin-like protein
22352at4891	Complete	C0000000008_ptg000008l	1053167	1055896	-	453.8	545	https://www.orthodb.org/v10?query=22352at4891	Exocyst complex component SEC15
22375at4891	Complete	C0000000008_ptg000008l	90339	91736	+	456.3	347	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	C0000000008_ptg000008l	799424	801082	+	439.6	426	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	C0000000003_ptg000003l	206661	207521	-	513.3	236	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Complete	C0000000010_ptg000010l	225325	226254	+	450.8	264	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	C0000000006_ptg000006l	667767	668924	-	314.9	288	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	C0000000001_ptg000001l	104610	106088	-	430.6	368	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	C0000000006_ptg000006l	168487	169395	+	511.0	263	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
22450at4891	Duplicated	C0000000009_ptg000009l	229671	230627	-	453.5	266	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	C0000000008_ptg000008l	1031205	1032197	-	464.0	273	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	C0000000016_ptg000016l	242258	243301	+	354.9	227	https://www.orthodb.org/v10?query=22513at4891	similar to Saccharomyces cerevisiae YIL083C CAB2 Probable phosphopantothenoylcysteine synthetase (PPCS)
22516at4891	Complete	C0000000008_ptg000008l	506213	507295	-	374.4	262	https://www.orthodb.org/v10?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	C0000000006_ptg000006l	411352	412608	-	126.5	212	https://www.orthodb.org/v10?query=22532at4891	Snf7 family
22538at4891	Complete	C0000000014_ptg000014l	304929	306545	-	519.0	351	https://www.orthodb.org/v10?query=22538at4891	mitochondrial carrier
22615at4891	Complete	C0000000003_ptg000003l	818777	819730	+	341.0	220	https://www.orthodb.org/v10?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	C0000000005_ptg000005l	468057	468989	-	395.9	241	https://www.orthodb.org/v10?query=22625at4891	Sphingolipid C4-hydroxylase SUR2
22637at4891	Complete	C0000000003_ptg000003l	289953	291170	-	450.9	318	https://www.orthodb.org/v10?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	C0000000014_ptg000014l	407842	409299	+	442.7	339	https://www.orthodb.org/v10?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	C0000000002_ptg000002l	101479	102618	-	324.6	260	https://www.orthodb.org/v10?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	C0000000003_ptg000003l	346802	347536	+	451.1	214	https://www.orthodb.org/v10?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	C0000000005_ptg000005l	303444	304478	+	391.4	233	https://www.orthodb.org/v10?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	C0000000017_ptg000017l	507866	508873	+	260.8	217	https://www.orthodb.org/v10?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	C0000000011_ptg000011l	433135	434319	+	208.4	255	https://www.orthodb.org/v10?query=22833at4891	SGS domain
22851at4891	Complete	C0000000014_ptg000014l	555468	557231	+	409.9	438	https://www.orthodb.org/v10?query=22851at4891	Zinc finger C2H2-type
22859at4891	Complete	C0000000002_ptg000002l	665727	666449	-	340.8	195	https://www.orthodb.org/v10?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	C0000000013_ptg000013l	363888	364745	-	326.7	210	https://www.orthodb.org/v10?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	C0000000006_ptg000006l	56165	57241	+	506.0	309	https://www.orthodb.org/v10?query=22884at4891	Homoserine dehydrogenase
22920at4891	Complete	C0000000013_ptg000013l	340285	341220	+	442.1	265	https://www.orthodb.org/v10?query=22920at4891	60S acidic ribosomal protein P0
22930at4891	Complete	C0000000003_ptg000003l	384170	385267	-	325.9	277	https://www.orthodb.org/v10?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	C0000000003_ptg000003l	306119	308344	-	444.8	473	https://www.orthodb.org/v10?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	C0000000009_ptg000009l	117374	118165	+	420.6	236	https://www.orthodb.org/v10?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	C0000000011_ptg000011l	554163	555209	-	274.2	287	https://www.orthodb.org/v10?query=23053at4891	Leo1-like protein
23077at4891	Complete	C0000000013_ptg000013l	543243	544160	+	173.3	196	https://www.orthodb.org/v10?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	C0000000003_ptg000003l	673804	674877	-	390.8	282	https://www.orthodb.org/v10?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	C0000000003_ptg000003l	53725	54693	+	388.8	257	https://www.orthodb.org/v10?query=23143at4891	terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	C0000000003_ptg000003l	264239	265003	+	334.2	217	https://www.orthodb.org/v10?query=23175at4891	Chorismate mutase
23197at4891	Complete	C0000000011_ptg000011l	199735	200874	-	142.1	208	https://www.orthodb.org/v10?query=23197at4891	inositol-1,4,5-trisphosphate 5-phosphatase, putative
23222at4891	Complete	C0000000001_ptg000001l	227942	228703	+	387.0	217	https://www.orthodb.org/v10?query=23222at4891	Phosphomannomutase
23226at4891	Complete	C0000000004_ptg000004l	38637	39428	-	415.3	205	https://www.orthodb.org/v10?query=23226at4891	Succinate dehydrogenase 
23232at4891	Complete	C0000000011_ptg000011l	954668	955636	-	205.7	168	https://www.orthodb.org/v10?query=23232at4891	RNA polymerase Rpb7, N-terminal
23253at4891	Complete	C0000000008_ptg000008l	801496	802842	-	278.7	302	https://www.orthodb.org/v10?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Complete	C0000000003_ptg000003l	807671	809734	-	437.6	365	https://www.orthodb.org/v10?query=23265at4891	Uncharacterised protein family UPF0061
23266at4891	Complete	C0000000005_ptg000005l	268746	270614	+	674.7	450	https://www.orthodb.org/v10?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	C0000000015_ptg000015l	369248	370519	-	466.4	287	https://www.orthodb.org/v10?query=23312at4891	putative metallocarboxypeptidase ECM14
23339at4891	Complete	C0000000017_ptg000017l	200464	202089	+	348.4	360	https://www.orthodb.org/v10?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	C0000000003_ptg000003l	230081	231370	+	119.3	329	https://www.orthodb.org/v10?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	C0000000017_ptg000017l	381171	382322	-	352.6	302	https://www.orthodb.org/v10?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	C0000000002_ptg000002l	686138	687652	+	377.9	270	https://www.orthodb.org/v10?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	C0000000007_ptg000007l	826585	827637	+	141.8	163	https://www.orthodb.org/v10?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	C0000000016_ptg000016l	216525	218921	+	461.4	557	https://www.orthodb.org/v10?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	C0000000017_ptg000017l	152083	152886	+	259.6	212	https://www.orthodb.org/v10?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	C0000000008_ptg000008l	95131	95910	+	458.0	223	https://www.orthodb.org/v10?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	C0000000016_ptg000016l	40442	41503	+	237.6	222	https://www.orthodb.org/v10?query=23386at4891	Dual specificity phosphatase
23392at4891	Complete	C0000000011_ptg000011l	494409	495434	+	355.0	225	https://www.orthodb.org/v10?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Complete	C0000000011_ptg000011l	275264	276487	-	297.2	281	https://www.orthodb.org/v10?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	C0000000017_ptg000017l	575632	577011	-	473.3	327	https://www.orthodb.org/v10?query=23507at4891	Ornithine decarboxylase
23560at4891	Complete	C0000000007_ptg000007l	282488	284056	+	154.7	358	https://www.orthodb.org/v10?query=23560at4891	Bud22 domain
23588at4891	Complete	C0000000005_ptg000005l	616180	618183	-	321.7	507	https://www.orthodb.org/v10?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	C0000000013_ptg000013l	502170	504254	+	127.9	293	https://www.orthodb.org/v10?query=23590at4891	G-patch domain
23591at4891	Complete	C0000000011_ptg000011l	250326	251078	+	340.6	183	https://www.orthodb.org/v10?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	C0000000016_ptg000016l	96445	97236	-	351.8	202	https://www.orthodb.org/v10?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	C0000000004_ptg000004l	343821	345014	+	244.1	257	https://www.orthodb.org/v10?query=23699at4891	ribonuclease H-like protein
23723at4891	Complete	C0000000008_ptg000008l	182658	183425	+	272.5	202	https://www.orthodb.org/v10?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	C0000000017_ptg000017l	252601	253617	+	81.8	111	https://www.orthodb.org/v10?query=23739at4891	Ribonuclease H-like protein
23741at4891	Complete	C0000000004_ptg000004l	321512	322543	+	448.5	293	https://www.orthodb.org/v10?query=23741at4891	3-keto-steroid reductase
23747at4891	Complete	C0000000010_ptg000010l	102883	104094	-	212.9	212	https://www.orthodb.org/v10?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	C0000000002_ptg000002l	690905	692113	+	260.9	235	https://www.orthodb.org/v10?query=23750at4891	Deoxyribonuclease Tat-D
23784at4891	Complete	C0000000011_ptg000011l	338522	339457	-	323.2	173	https://www.orthodb.org/v10?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	C0000000002_ptg000002l	694990	696258	-	256.7	244	https://www.orthodb.org/v10?query=23839at4891	SEP domain
23884at4891	Complete	C0000000016_ptg000016l	369231	370157	+	316.8	214	https://www.orthodb.org/v10?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	C0000000009_ptg000009l	478082	479086	-	371.5	256	https://www.orthodb.org/v10?query=23894at4891	metal-dependent protein hydrolase
23912at4891	Complete	C0000000008_ptg000008l	334964	335734	-	378.8	201	https://www.orthodb.org/v10?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	C0000000009_ptg000009l	196608	197705	+	456.9	274	https://www.orthodb.org/v10?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	C0000000004_ptg000004l	360590	361942	+	328.2	230	https://www.orthodb.org/v10?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	C0000000008_ptg000008l	864728	866512	+	355.6	410	https://www.orthodb.org/v10?query=23964at4891	Mannosyltransferase
23973at4891	Complete	C0000000011_ptg000011l	717415	718068	+	326.0	174	https://www.orthodb.org/v10?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	C0000000008_ptg000008l	67873	69255	+	362.4	193	https://www.orthodb.org/v10?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	C0000000005_ptg000005l	265887	266897	-	382.9	239	https://www.orthodb.org/v10?query=24034at4891	Protein SPT3
24073at4891	Complete	C0000000017_ptg000017l	82467	83399	-	455.9	247	https://www.orthodb.org/v10?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	C0000000014_ptg000014l	648804	650477	+	241.9	301	https://www.orthodb.org/v10?query=24077at4891	Rab guanine nucleotide exchange factor SEC2
24095at4891	Complete	C0000000003_ptg000003l	889031	890569	-	423.8	429	https://www.orthodb.org/v10?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	C0000000003_ptg000003l	747261	748457	-	362.2	259	https://www.orthodb.org/v10?query=24098at4891	NAD kinase
24114at4891	Complete	C0000000001_ptg000001l	17580	18401	-	198.4	202	https://www.orthodb.org/v10?query=24114at4891	26S proteasome non-ATPase regulatory subunit 8
24120at4891	Complete	C0000000011_ptg000011l	596871	597803	-	169.4	164	https://www.orthodb.org/v10?query=24120at4891	Thiamine pyrophosphokinase
24124at4891	Complete	C0000000006_ptg000006l	371251	372225	+	263.9	241	https://www.orthodb.org/v10?query=24124at4891	Geranylgeranyl transferase type II alpha subunit
24143at4891	Complete	C0000000008_ptg000008l	306842	308050	-	397.4	261	https://www.orthodb.org/v10?query=24143at4891	Protein of unknown function DUF2838
24162at4891	Complete	C0000000006_ptg000006l	453508	455343	-	309.3	443	https://www.orthodb.org/v10?query=24162at4891	DnaJ domain
24207at4891	Complete	C0000000005_ptg000005l	757255	758046	-	155.7	144	https://www.orthodb.org/v10?query=24207at4891	RWD domain
24230at4891	Complete	C0000000015_ptg000015l	398030	399727	+	303.7	334	https://www.orthodb.org/v10?query=24230at4891	Peroxin domain
24240at4891	Complete	C0000000002_ptg000002l	78687	79379	+	299.6	189	https://www.orthodb.org/v10?query=24240at4891	similar to Saccharomyces cerevisiae YBR261C TAE1 AdoMet-dependent proline methyltransferase
24249at4891	Complete	C0000000012_ptg000012l	158745	159506	+	215.6	153	https://www.orthodb.org/v10?query=24249at4891	Cytochrome c heme lyase
24255at4891	Complete	C0000000017_ptg000017l	185180	186025	-	184.6	175	https://www.orthodb.org/v10?query=24255at4891	DNA-directed RNA polymerase III subunit RPC5
24271at4891	Complete	C0000000008_ptg000008l	189537	190667	+	517.6	326	https://www.orthodb.org/v10?query=24271at4891	Choline-phosphate cytidylyltransferase
24305at4891	Complete	C0000000013_ptg000013l	30138	32747	-	568.7	628	https://www.orthodb.org/v10?query=24305at4891	Exocyst complex component SEC10
24318at4891	Complete	C0000000013_ptg000013l	441456	442262	+	233.0	209	https://www.orthodb.org/v10?query=24318at4891	Mitochondrial ATPase complex subunit ATP10
24320at4891	Complete	C0000000017_ptg000017l	81260	82291	+	377.1	244	https://www.orthodb.org/v10?query=24320at4891	Ribosome biogenesis protein RPF2
24329at4891	Complete	C0000000006_ptg000006l	81676	82680	+	153.2	191	https://www.orthodb.org/v10?query=24329at4891	Lysine methyltransferase
24360at4891	Complete	C0000000015_ptg000015l	223676	224521	-	271.1	214	https://www.orthodb.org/v10?query=24360at4891	ribonuclease activity
24376at4891	Complete	C0000000005_ptg000005l	378424	379206	-	323.4	231	https://www.orthodb.org/v10?query=24376at4891	Ribosomal protein S15
24398at4891	Complete	C0000000003_ptg000003l	709067	710860	+	541.8	440	https://www.orthodb.org/v10?query=24398at4891	Nuclear RNA export factor
24421at4891	Complete	C0000000016_ptg000016l	257731	258465	+	215.1	166	https://www.orthodb.org/v10?query=24421at4891	37S ribosomal protein S25, mitochondrial
24461at4891	Complete	C0000000014_ptg000014l	739328	740179	-	306.5	219	https://www.orthodb.org/v10?query=24461at4891	alpha/beta-hydrolase
24498at4891	Complete	C0000000002_ptg000002l	763604	764392	-	208.1	147	https://www.orthodb.org/v10?query=24498at4891	HotDog domain superfamily
24559at4891	Complete	C0000000002_ptg000002l	283985	284839	-	263.6	199	https://www.orthodb.org/v10?query=24559at4891	Ribosomal protein S5 domain 2-type fold
24579at4891	Complete	C0000000004_ptg000004l	405048	406289	+	416.7	306	https://www.orthodb.org/v10?query=24579at4891	Proline dehydrogenase
24588at4891	Complete	C0000000005_ptg000005l	411570	413108	+	156.5	339	https://www.orthodb.org/v10?query=24588at4891	Rabenosyn, Rab binding domain
24610at4891	Complete	C0000000001_ptg000001l	193167	194273	+	130.4	158	https://www.orthodb.org/v10?query=24610at4891	kinase-like protein
24621at4891	Complete	C0000000002_ptg000002l	359860	361194	-	336.2	307	https://www.orthodb.org/v10?query=24621at4891	Chitobiosyldiphosphodolichol beta-mannosyltransferase
24627at4891	Complete	C0000000008_ptg000008l	245877	247337	+	578.8	398	https://www.orthodb.org/v10?query=24627at4891	Squalene monooxygenase
24629at4891	Complete	C0000000007_ptg000007l	81318	82067	-	389.6	217	https://www.orthodb.org/v10?query=24629at4891	Proteasome endopeptidase complex
24643at4891	Complete	C0000000005_ptg000005l	1405235	1406092	-	405.8	227	https://www.orthodb.org/v10?query=24643at4891	tRNA (guanine-N(7)-)-methyltransferase
24646at4891	Complete	C0000000007_ptg000007l	22256	23185	+	384.8	244	https://www.orthodb.org/v10?query=24646at4891	P-loop containing nucleoside triphosphate hydrolase
24692at4891	Complete	C0000000011_ptg000011l	1013346	1014209	-	399.6	217	https://www.orthodb.org/v10?query=24692at4891	Proteasome endopeptidase complex
24693at4891	Complete	C0000000016_ptg000016l	137497	138270	+	292.9	203	https://www.orthodb.org/v10?query=24693at4891	1-(5-phosphoribosyl)-5-
24709at4891	Complete	C0000000014_ptg000014l	208254	209417	+	288.1	248	https://www.orthodb.org/v10?query=24709at4891	WD40-repeat-containing domain
24785at4891	Complete	C0000000003_ptg000003l	635894	636784	-	534.0	267	https://www.orthodb.org/v10?query=24785at4891	Ribosomal protein L5 eukaryotic/L18 archaeal
24793at4891	Complete	C0000000008_ptg000008l	152056	153399	+	300.0	274	https://www.orthodb.org/v10?query=24793at4891	WD40/YVTN repeat-like-containing domain superfamily
24818at4891	Complete	C0000000002_ptg000002l	271069	271713	+	365.8	190	https://www.orthodb.org/v10?query=24818at4891	RNA polymerase, Rpb5, N-terminal
24835at4891	Complete	C0000000005_ptg000005l	1222493	1223551	+	427.6	252	https://www.orthodb.org/v10?query=24835at4891	ATPase GET3
24837at4891	Complete	C0000000002_ptg000002l	452506	453435	+	401.1	233	https://www.orthodb.org/v10?query=24837at4891	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
24838at4891	Complete	C0000000003_ptg000003l	48802	49821	-	283.6	262	https://www.orthodb.org/v10?query=24838at4891	Ubiquitin-activating enzyme
24892at4891	Complete	C0000000003_ptg000003l	26872	28731	+	555.4	487	https://www.orthodb.org/v10?query=24892at4891	RNA polymerase III Rpc82, C -terminal
24928at4891	Complete	C0000000009_ptg000009l	202248	203102	+	329.2	232	https://www.orthodb.org/v10?query=24928at4891	Pyrroline-5-carboxylate reductase
24980at4891	Complete	C0000000014_ptg000014l	474512	475219	-	390.2	198	https://www.orthodb.org/v10?query=24980at4891	Ribosomal protein S3, C-terminal
24992at4891	Complete	C0000000008_ptg000008l	32681	33610	+	281.2	208	https://www.orthodb.org/v10?query=24992at4891	Surfeit locus 4
24998at4891	Complete	C0000000003_ptg000003l	647481	648527	+	161.6	194	https://www.orthodb.org/v10?query=24998at4891	Zinc finger, PHD-type
25014at4891	Complete	C0000000014_ptg000014l	109873	110529	+	327.5	194	https://www.orthodb.org/v10?query=25014at4891	Mitochondrial inner membrane protease ATP23
25050at4891	Missing
25078at4891	Complete	C0000000003_ptg000003l	44254	45054	-	274.6	199	https://www.orthodb.org/v10?query=25078at4891	Dolichol-phosphate mannosyltransferase
25079at4891	Complete	C0000000017_ptg000017l	497315	497950	+	267.3	181	https://www.orthodb.org/v10?query=25079at4891	RNA polymerase III, subunit Rpc25
25093at4891	Complete	C0000000014_ptg000014l	630050	630991	+	183.5	183	https://www.orthodb.org/v10?query=25093at4891	Yif1 family
25101at4891	Complete	C0000000013_ptg000013l	310984	312252	-	231.4	218	https://www.orthodb.org/v10?query=25101at4891	Chromatin structure-remodeling complex subunit SFH1
25116at4891	Complete	C0000000006_ptg000006l	77399	78964	-	449.5	378	https://www.orthodb.org/v10?query=25116at4891	alpha-1,2-Mannosidase
25118at4891	Complete	C0000000005_ptg000005l	963922	965769	-	294.6	280	https://www.orthodb.org/v10?query=25118at4891	Ankyrin repeat-containing domain
25147at4891	Complete	C0000000006_ptg000006l	334490	335431	+	197.3	195	https://www.orthodb.org/v10?query=25147at4891	cyclin-like protein
25148at4891	Complete	C0000000011_ptg000011l	514274	515254	-	299.5	220	https://www.orthodb.org/v10?query=25148at4891	mitochondrial carrier
25170at4891	Complete	C0000000017_ptg000017l	309653	311137	-	444.8	350	https://www.orthodb.org/v10?query=25170at4891	Lung seven transmembrane receptor-like
25172at4891	Complete	C0000000013_ptg000013l	158832	159647	+	452.4	239	https://www.orthodb.org/v10?query=25172at4891	GPN-loop GTPase
25180at4891	Complete	C0000000005_ptg000005l	711522	712421	+	319.3	233	https://www.orthodb.org/v10?query=25180at4891	Ribosomal protein S24, mitochondrial
25195at4891	Complete	C0000000005_ptg000005l	1453481	1454485	+	374.4	237	https://www.orthodb.org/v10?query=25195at4891	Arf GTPase activating protein
25196at4891	Complete	C0000000002_ptg000002l	79665	81581	+	540.2	447	https://www.orthodb.org/v10?query=25196at4891	Rho GTPase activation protein
25214at4891	Complete	C0000000011_ptg000011l	549773	551224	-	509.3	356	https://www.orthodb.org/v10?query=25214at4891	Serine/threonine-protein kinase RIO1
25226at4891	Complete	C0000000013_ptg000013l	444591	446663	-	333.0	397	https://www.orthodb.org/v10?query=25226at4891	Sec1-like protein
25236at4891	Missing
25254at4891	Complete	C0000000007_ptg000007l	125152	126894	-	228.2	288	https://www.orthodb.org/v10?query=25254at4891	conserved oligomeric Golgi complex component, putative
25269at4891	Complete	C0000000015_ptg000015l	362858	363505	+	316.4	177	https://www.orthodb.org/v10?query=25269at4891	Uracil phosphoribosyltransferase
25281at4891	Complete	C0000000009_ptg000009l	414464	415246	-	436.0	223	https://www.orthodb.org/v10?query=25281at4891	Ribosome biogenesis protein NSA2
25295at4891	Complete	C0000000007_ptg000007l	771620	772555	+	164.3	172	https://www.orthodb.org/v10?query=25295at4891	Metallo-dependent hydrolase
25313at4891	Complete	C0000000005_ptg000005l	1209357	1210595	+	310.2	254	https://www.orthodb.org/v10?query=25313at4891	terpenoid cyclases/Protein prenyltransferase
25329at4891	Complete	C0000000014_ptg000014l	721982	723733	+	338.5	384	https://www.orthodb.org/v10?query=25329at4891	Protein KRI1
25386at4891	Complete	C0000000006_ptg000006l	315866	316626	-	296.4	186	https://www.orthodb.org/v10?query=25386at4891	Proteasome, subunit alpha/beta
25396at4891	Complete	C0000000008_ptg000008l	1026814	1027674	+	262.9	197	https://www.orthodb.org/v10?query=25396at4891	GTP cyclohydrolase 1 type 2/Nif3
25405at4891	Complete	C0000000017_ptg000017l	443916	444854	+	215.6	193	https://www.orthodb.org/v10?query=25405at4891	chromatin associated protein KTI12
25406at4891	Complete	C0000000011_ptg000011l	811458	812399	-	419.0	255	https://www.orthodb.org/v10?query=25406at4891	MPN domain
25443at4891	Complete	C0000000017_ptg000017l	509411	510151	+	449.2	234	https://www.orthodb.org/v10?query=25443at4891	Phosphoglycerate mutase
25476at4891	Complete	C0000000004_ptg000004l	262622	263287	+	398.7	188	https://www.orthodb.org/v10?query=25476at4891	Ribosomal protein L10e
25480at4891	Complete	C0000000011_ptg000011l	260418	261155	+	156.1	139	https://www.orthodb.org/v10?query=25480at4891	Protein OPI10
25484at4891	Complete	C0000000002_ptg000002l	660812	661402	-	248.3	146	https://www.orthodb.org/v10?query=25484at4891	ribosomal protein L16
25501at4891	Complete	C0000000008_ptg000008l	224298	226499	-	379.3	350	https://www.orthodb.org/v10?query=25501at4891	Transcription initiation factor IIF subunit alpha
25506at4891	Complete	C0000000001_ptg000001l	32648	33535	+	181.7	220	https://www.orthodb.org/v10?query=25506at4891	DnaJ domain
25519at4891	Complete	C0000000001_ptg000001l	66121	67125	+	274.9	235	https://www.orthodb.org/v10?query=25519at4891	histidinol phosphate phosphatase H
25527at4891	Complete	C0000000007_ptg000007l	334605	335609	-	298.2	225	https://www.orthodb.org/v10?query=25527at4891	NADP-dependent oxidoreductase domain
25563at4891	Complete	C0000000013_ptg000013l	95432	96364	-	360.3	233	https://www.orthodb.org/v10?query=25563at4891	Purine nucleoside phosphorylase
25565at4891	Complete	C0000000011_ptg000011l	334428	335153	+	305.8	211	https://www.orthodb.org/v10?query=25565at4891	PIN-like domain superfamily
25572at4891	Complete	C0000000007_ptg000007l	213390	214409	-	276.1	208	https://www.orthodb.org/v10?query=25572at4891	Uracil-DNA glycosylase
25615at4891	Complete	C0000000011_ptg000011l	137839	138636	+	238.8	192	https://www.orthodb.org/v10?query=25615at4891	tRNA methyltransferase TRM10-type domain
25626at4891	Complete	C0000000004_ptg000004l	122114	123346	+	298.0	214	https://www.orthodb.org/v10?query=25626at4891	Maintenance of mitochondrial morphology protein 1
25646at4891	Complete	C0000000005_ptg000005l	962590	963333	+	370.1	218	https://www.orthodb.org/v10?query=25646at4891	Triosephosphate isomerase
25673at4891	Complete	C0000000008_ptg000008l	1078278	1079375	-	236.0	261	https://www.orthodb.org/v10?query=25673at4891	3',5'-cyclic-nucleotide phosphodiesterase
25713at4891	Complete	C0000000015_ptg000015l	481731	482657	+	220.8	230	https://www.orthodb.org/v10?query=25713at4891	tRNA binding
25731at4891	Complete	C0000000008_ptg000008l	1070539	1071684	-	259.8	237	https://www.orthodb.org/v10?query=25731at4891	adenosine deaminase activity
25768at4891	Complete	C0000000008_ptg000008l	570153	570863	+	327.9	199	https://www.orthodb.org/v10?query=25768at4891	tRNA(His) guanylyltransferase
25783at4891	Complete	C0000000008_ptg000008l	181474	182382	-	355.9	227	https://www.orthodb.org/v10?query=25783at4891	Phosphoserine phosphatase
